#,Name,Country,Nick,GP_t1 position,GP_t1 points,GP_t1 rank. points,GP_t2 position,GP_t2 points,GP_t2 rank. points,GP_t3 position,GP_t3 points,GP_t3 rank. points,GP_t4 position,GP_t4 points,GP_t4 rank. points,GP_t5 position,GP_t5 points,GP_t5 rank. points,GP_t6 position,GP_t6 points,GP_t6 rank. points,GP_t7 position,GP_t7 points,GP_t7 rank. points,GP_t8 position,GP_t8 points,GP_t8 rank. points,Points,Played GPs,Total GPs,year
337.,Makoto Hayashi,Japan,,,,,,,,351,109,109,307,115,115,,,,246,156,156,249,131,131,190,176,176,687,5,8,2016
338.,Josef Marx,Czech Rep.,,268,164,164,156,210,210,338,115,115,,,,195,195,195,,,,,,,,,,684,4,8,2016
339.,Ryotaro Chiba,Japan,,360,99,99,318,106,106,375,79,79,,,,,,,224,183,183,,,,158,215,215,682,5,8,2016
340.,Takeya Saikachi,Japan,,98,308,308,51,368,368,,,,,,,,,,,,,,,,,,,676,2,8,2016
341.,Amy McKaveney,USA,mckaveney,311,129,129,389,54,54,314,144,144,,,,328,72,72,297,89,89,264,116,116,242,123,123,673,7,8,2016
342.,Jarosław Skrzypczak,Poland,Jarko,331,119,119,413,34,34,355,104,104,285,130,130,287,118,118,292,104,104,288,84,84,257,95,95,670,8,8,2016
343.,Edith Buchinger,Austria,,,,,347,80,80,266,179,179,278,135,135,349,34,34,273,127,127,271,112,112,,,,667,6,8,2016
344.,Piera Centobelli,Italy,Rotsz,,,,,,,,,,289,129,129,155,242,242,,,,114,294,294,,,,665,3,8,2016
345.,claudio toffon,Italy,claudio62,,,,340,81,81,319,136,136,361,48,48,278,127,127,309,73,73,303,53,53,175,192,192,662,7,8,2016
346.,Ryszard Jabłoński,Poland,RochJ,,,,246,145,145,389,66,66,334,90,90,285,120,120,280,117,117,268,114,114,291,35,35,652,7,8,2016
347.,Adrianna Cohen,USA,akaaj2,361,97,97,368,65,65,368,87,87,351,68,68,347,39,39,267,137,137,221,167,167,262,91,91,647,8,8,2016
348.,Arlene Navo,USA,Arlene,243,174,174,243,145,145,301,147,147,241,165,165,,,,,,,,,,,,,631,4,8,2016
349.,Fae Lau,Canada,Faelights,,,,,,,293,153,153,263,155,155,290,115,115,,,,257,126,126,267,80,80,629,5,8,2016
350.,Katherine Norris,UK,,,,,276,129,129,354,106,106,190,212,212,,,,,,,210,175,175,,,,622,4,8,2016
#,Name,Country,Nick,GP_t1 position,GP_t1 points,GP_t1 rank. points,GP_t2 position,GP_t2 points,GP_t2 rank. points,GP_t3 position,GP_t3 points,GP_t3 rank. points,GP_t4 position,GP_t4 points,GP_t4 rank. points,GP_t5 position,GP_t5 points,GP_t5 rank. points,GP_t6 position,GP_t6 points,GP_t6 rank. points,GP_t7 position,GP_t7 points,GP_t7 rank. points,GP_t8 position,GP_t8 points,GP_t8 rank. points,Points,Played GPs,Total GPs,2016
351.,Amalia Panagiotopoulou,Greece,,421,52,52,418,25,25,330,124,124,339,84,84,222,172,172,310,73,73,304,48,48,252,110,110,615,8,8,2016
352.,Sarah Kelsey,USA,,,,,,,,232,207,207,293,129,129,229,169,169,288,109,109,,,,,,,614,4,8,2016
353.,Takuma Kitamura,Japan,SP1,104,301,301,216,163,163,311,146,146,,,,,,,,,,,,,,,,610,3,8,2016
354.,David Cohen,USA,,409,63,63,165,201,201,263,182,182,243,164,164,,,,,,,,,,,,,610,4,8,2016
355.,Ching-Ting Chiu,Taiwan,stelachiu,,,,,,,376,74,74,252,161,161,282,122,122,236,173,173,301,70,70,,,,600,5,8,2016
356.,Sabine Flammann,Germany,,376,84,84,319,106,106,303,147,147,353,63,63,333,70,70,271,129,129,,,,,,,599,6,8,2016
357.,Jorge Robledo,Argentina,jaroble,415,58,58,390,54,54,372,83,83,359,60,60,332,71,71,302,84,84,231,157,157,224,142,142,597,8,8,2016
358.,Ramesh Swarnakar,India,Ramesh,,,,308,110,110,289,158,158,,,,264,145,145,228,183,183,,,,,,,596,4,8,2016
359.,Anastasis Papargyriou,Greece,donquesto9,392,75,75,355,76,76,394,63,63,264,155,155,240,165,165,319,61,61,,,,,,,595,6,8,2016
360.,Magdalena Gasova,Slovakia,lienka787,354,99,99,291,120,120,277,170,170,324,94,94,,,,329,44,44,,,,272,67,67,594,6,8,2016
361.,Lukasz Kalinowski,Poland,,73,356,356,,,,189,236,236,,,,,,,,,,,,,,,,592,2,8,2016
362.,Leonidas Giannouzakos,Greece,bookie,209,200,200,178,190,190,,,,206,198,198,,,,,,,,,,,,,588,3,8,2016
363.,Roman Mureika,Canada,romanm44,337,115,115,339,82,82,370,86,86,325,94,94,281,122,122,326,49,49,287,84,84,264,83,83,584,8,8,2016
364.,Marcia Klingensmith,USA,marcekmba,408,63,63,403,35,35,,,,309,114,114,309,83,83,254,150,150,282,91,91,266,82,82,583,7,8,2016
365.,Michael Mosshammer,Austria,moss,250,171,171,184,188,188,217,221,221,,,,,,,,,,,,,,,,580,3,8,2016
366.,Matt Cleinman,USA,,387,77,77,373,59,59,,,,,,,,,,243,164,164,273,108,108,200,168,168,576,5,8,2016
367.,Christine De Rick,Belgium,Chrissy,238,178,178,,,,244,198,198,,,,,,,335,34,34,,,,210,163,163,573,4,8,2016
368.,Jaroslav Koldinský,Czech Rep.,Koldinsky,366,93,93,323,103,103,402,41,41,372,34,34,351,28,28,227,183,183,260,118,118,287,35,35,573,8,8,2016
369.,Balázs Ababi,Romania,Bebe,333,119,119,305,112,112,396,63,63,345,78,78,336,63,63,338,28,28,296,73,73,234,128,128,573,8,8,2016
370.,paolo tivano,Italy,flin68,260,166,166,133,229,229,271,176,176,,,,,,,,,,,,,,,,571,3,8,2016
371.,Maria Koemtzi,Greece,makoe,370,90,90,415,29,29,395,63,63,280,133,133,283,122,122,323,59,59,,,,259,93,93,560,7,8,2016
372.,Peter Gašpár,Slovakia,pegas,,,,,,,279,167,167,148,247,247,,,,262,145,145,,,,,,,559,3,8,2016
373.,Tiaan Towsen,South Africa,Puzun,343,107,107,342,80,80,305,147,147,250,162,162,,,,321,59,59,,,,,,,555,5,8,2016
374.,Tomas Kruml,Czech Rep.,tomason,225,193,193,304,114,114,176,246,246,,,,,,,,,,,,,,,,553,3,8,2016
375.,Andrey Bogdanov,Russia,AndreyBogdanov,133,266,266,90,282,282,,,,,,,,,,,,,,,,,,,548,2,8,2016
376.,Kyriakos Orfanidis,Greece,Kyriakos,,,,357,75,75,,,,337,90,90,317,78,78,265,140,140,222,165,165,,,,548,5,8,2016
377.,Kristie Romano,USA,,367,93,93,375,59,59,298,149,149,357,61,61,315,81,81,296,90,90,298,73,73,,,,547,7,8,2016
378.,Jana Sidorova,Slovakia,jjjanka.s,,,,,,,153,267,267,126,276,276,,,,,,,,,,,,,543,2,8,2016
379.,rossini gianluca,Italy,yuma67,,,,,,,272,175,175,308,114,114,279,126,126,,,,254,128,128,,,,543,4,8,2016
380.,Eline Werkman,Netherlands,ElineW,,,,229,154,154,164,261,261,,,,,,,,,,,,,246,120,120,535,3,8,2016
381.,Marián Kráľ,Slovakia,Maronko,248,172,172,294,119,119,393,64,64,251,161,161,357,19,19,,,,,,,,,,535,5,8,2016
382.,Joey Cooper,USA,easonrevant,304,135,135,,,,385,66,66,303,117,117,353,25,25,290,109,109,290,77,77,,,,529,6,8,2016
383.,Parisis Ovelidis,Greece,povelidi,324,122,122,374,59,59,313,144,144,,,,311,82,82,281,116,116,,,,,,,523,5,8,2016
384.,evangelia pazara,Greece,evakip,,,,420,18,18,364,98,98,288,129,129,359,19,19,312,71,71,281,92,92,251,111,111,520,7,8,2016
385.,Dominik Piasecki,Poland,,339,113,113,,,,221,215,215,217,189,189,,,,,,,,,,,,,517,3,8,2016
386.,Cenan Denizer,Turkey,Cenan,,,,359,74,74,398,54,54,274,137,137,316,78,78,320,61,61,285,85,85,269,75,75,510,7,8,2016
387.,Helen Arnold,Australia,pyrrha,299,139,139,250,145,145,213,222,222,,,,,,,,,,,,,,,,506,3,8,2016
388.,Martin Kollar,Slovakia,mackokajka,,,,84,289,289,,,,185,215,215,,,,,,,,,,,,,504,2,8,2016
389.,George Tachtsidis,Greece,GeoTah,380,81,81,361,73,73,407,38,38,312,110,110,314,81,81,,,,297,73,73,268,80,80,498,7,8,2016
390.,Valeria Losasso,Italy,Bely,180,225,225,95,271,271,,,,,,,,,,,,,,,,,,,496,2,8,2016
391.,Devarajan D,India,devarajand,372,86,86,382,55,55,352,106,106,298,123,123,343,44,44,305,81,81,,,,,,,495,6,8,2016
392.,Anil Pophali,Canada,gratitude18,407,64,64,377,56,56,374,83,83,,,,331,72,72,261,146,146,300,73,73,294,15,15,494,7,8,2016
393.,elena pertusi,Italy,elena pertusi,317,125,125,383,55,55,367,87,87,365,34,34,344,44,44,279,117,117,311,39,39,274,61,61,489,8,8,2016
394.,Jens Mesarosch,Germany,Juster,195,212,212,94,276,276,,,,,,,,,,,,,,,,,,,488,2,8,2016
395.,Pavel Kalhous,Czech Rep.,pafka,,,,,,,228,209,209,125,279,279,,,,,,,,,,,,,488,2,8,2016
396.,Peter Bereolos,USA,bereolos,332,119,119,364,69,69,,,,,,,306,89,89,,,,,,,164,206,206,483,4,8,2016
397.,Peter Hudak,Slovakia,ppeetteerr,31,482,482,,,,,,,,,,,,,,,,,,,,,,482,1,8,2016
398.,khayati pierre,France,kaya,,,,,,,,,,,,,160,237,237,160,239,239,,,,,,,476,2,8,2016
399.,Sebastian Matschke,Germany,semax123,,,,,,,45,475,475,,,,,,,,,,,,,,,,475,1,8,2016
400.,Faustina Marie,USA,,,,,,,,,,,,,,280,124,124,,,,230,159,159,174,192,192,475,3,8,2016
#,Name,Country,Nick,GP_t1 position,GP_t1 points,GP_t1 rank. points,GP_t2 position,GP_t2 points,GP_t2 rank. points,GP_t3 position,GP_t3 points,GP_t3 rank. points,GP_t4 position,GP_t4 points,GP_t4 rank. points,GP_t5 position,GP_t5 points,GP_t5 rank. points,GP_t6 position,GP_t6 points,GP_t6 rank. points,GP_t7 position,GP_t7 points,GP_t7 rank. points,GP_t8 position,GP_t8 points,GP_t8 rank. points,Points,Played GPs,Total GPs,2016
401.,Bartek Goldman,Poland,,359,99,99,287,125,125,177,246,246,,,,,,,,,,,,,,,,470,3,8,2016
402.,Jaak Riga,Canada,jackq,374,85,85,393,43,43,387,66,66,327,94,94,,,,291,109,109,310,39,39,270,73,73,470,7,8,2016
403.,Brenda Troisi,USA,btroisi,,,,404,35,35,411,38,38,317,103,103,356,24,24,257,150,150,,,,247,115,115,465,6,8,2016
404.,Tomasz Stróżak,Poland,strozo,,,,,,,,,,,,,,,,49,464,464,,,,,,,464,1,8,2016
405.,Victor Larsen,USA,shraeye,,,,,,,,,,,,,272,131,131,,,,,,,82,333,333,464,2,8,2016
406.,BILLOT Pierre,Belgium,,340,111,111,164,202,202,,,,,,,253,151,151,,,,,,,,,,464,3,8,2016
407.,Giorgio Cambiano,Italy,Cambiano,347,103,103,,,,281,163,163,,,,196,195,195,,,,,,,,,,461,3,8,2016
408.,Zbigniew Czubaj,Poland,,,,,,,,392,66,66,336,90,90,329,72,72,337,28,28,291,77,77,245,123,123,456,6,8,2016
409.,Kazuaki Oshima,Japan,,,,,,,,,,,,,,305,96,96,198,205,205,233,154,154,,,,455,3,8,2016
410.,Michał Wachowiak,Poland,MichalW,,,,,,,,,,,,,,,,206,197,197,286,84,84,195,173,173,454,3,8,2016
411.,Sylvain Caudmont,France,sisi59,40,453,453,,,,,,,,,,,,,,,,,,,,,,453,1,8,2016
412.,Richter Gerhard,Germany,Senior41,390,75,75,372,61,61,,,,320,98,98,338,48,48,301,84,84,299,73,73,280,60,60,451,7,8,2016
413.,Małgorzata Mańka,Poland,margareta456,305,135,135,321,105,105,377,74,74,,,,,,,,,,256,128,128,,,,442,4,8,2016
414.,Jevon Heath,USA,Cadavaca,240,175,175,300,116,116,379,73,73,,,,319,78,78,,,,,,,,,,442,4,8,2016
415.,ma jia,China,majia4,,,,,,,,,,,,,,,,55,440,440,,,,,,,440,1,8,2016
416.,Ewa Zaremba,Poland,avisala,314,125,125,341,80,80,194,233,233,,,,,,,,,,,,,,,,438,3,8,2016
417.,Steffi Lerchner,Germany,geraldine,302,138,138,349,79,79,,,,215,192,192,355,24,24,,,,,,,,,,433,4,8,2016
418.,Michaela Shejbalová,Czech Rep.,didi,168,238,238,174,192,192,,,,,,,,,,,,,,,,,,,430,2,8,2016
419.,Andrey Lemesh,Russia,Lemesh,,,,,,,,,,,,,,,,,,,140,254,254,196,171,171,425,2,8,2016
420.,Marek Peszt,Poland,xtras,328,119,119,205,170,170,324,131,131,,,,,,,,,,,,,,,,420,3,8,2016
421.,Geoff Harding,Australia,Nilnist,,,,,,,342,115,115,376,33,33,246,161,161,285,111,111,,,,,,,420,4,8,2016
422.,Mangayarkarasi Vairavan,USA,mangai,,,,,,,406,38,38,267,150,150,,,,277,119,119,,,,248,112,112,419,4,8,2016
423.,Richard Brady,USA,,,,,310,109,109,366,89,89,255,159,159,,,,,,,,,,277,61,61,418,4,8,2016
424.,Michaela Dostálová,Czech Rep.,tobiska,,,,345,80,80,329,124,124,316,103,103,302,105,105,,,,,,,,,,412,4,8,2016
425.,Michal Balcerek,Poland,,205,202,202,158,209,209,,,,,,,,,,,,,,,,,,,411,2,8,2016
426.,Aneta Rosłan,Poland,,384,80,80,351,79,79,,,,348,70,70,213,176,176,,,,,,,,,,405,4,8,2016
427.,Svetlozar Stefanov,Bulgaria,zorko,,,,,,,,,,,,,59,404,404,,,,,,,,,,404,1,8,2016
428.,David Schmitz,USA,,,,,,,,239,198,198,331,90,90,,,,,,,265,114,114,,,,402,3,8,2016
429.,Vânia Reis,Portugal,Nia,403,67,67,365,68,68,390,66,66,335,90,90,300,106,106,,,,,,,,,,397,5,8,2016
430.,Matías Saucedo,Argentina,matiasv5,353,100,100,346,80,80,274,172,172,,,,,,,,,,305,44,44,,,,396,4,8,2016
431.,Roderick Grafton,UK,rodders,,,,,,,,,,305,117,117,122,278,278,,,,,,,,,,395,2,8,2016
432.,Jiri Bursik,Czech Rep.,Kollja,,,,,,,230,208,208,219,187,187,,,,,,,,,,,,,395,2,8,2016
433.,akash doulani,India,,,,,,,,,,,,,,,,,70,394,394,,,,,,,394,1,8,2016
434.,Anastasia Papadopoulou,Greece,Ian Rogart,455,22,22,380,55,55,344,115,115,291,129,129,327,72,72,,,,,,,,,,393,5,8,2016
435.,Nils Miehe,Germany,Calavera,,,,,,,,,,,,,64,392,392,,,,,,,,,,392,1,8,2016
436.,yinbing tan,China,tyb,,,,,,,,,,,,,68,389,389,,,,,,,,,,389,1,8,2016
437.,Aaron Chan,Canada,achan1058,,,,40,385,385,,,,,,,,,,,,,,,,,,,385,1,8,2016
438.,Philippe Meyer,France,FifiR,,,,,,,,,,,,,,,,,,,198,181,181,167,203,203,384,2,8,2016
439.,Jelena Balanova,Latvia,,,,,312,109,109,,,,,,,,,,,,,237,152,152,240,123,123,384,3,8,2016
440.,Sangjin Park,"Korea, South",,419,58,58,288,123,123,237,199,199,,,,,,,,,,,,,,,,380,3,8,2016
441.,zhonghua Huang,China,yangzhou,,,,,,,72,378,378,,,,,,,,,,,,,,,,378,1,8,2016
442.,Martina Prinerová,Slovakia,eifel_mp,301,138,138,,,,192,235,235,,,,,,,,,,,,,,,,373,2,8,2016
443.,Anderson Wang,USA,,,,,,,,,,,,,,,,,,,,,,,69,372,372,372,1,8,2016
444.,Buffet Philippe,France,philos,424,45,45,278,127,127,243,198,198,,,,,,,,,,,,,,,,370,3,8,2016
445.,Roberto Cerchione,Italy,,,,,,,,,,,,,,205,184,184,222,183,183,,,,,,,367,2,8,2016
446.,Marek Pápay,Slovakia,,356,99,99,,,,158,264,264,,,,,,,,,,,,,,,,363,2,8,2016
447.,Magdalena Kleska,Poland,magdamak13,236,181,181,193,180,180,,,,,,,,,,,,,,,,,,,361,2,8,2016
448.,Tauri Purk,Estonia,LaFleur,,,,,,,241,198,198,248,162,162,,,,,,,,,,,,,360,2,8,2016
449.,samitha r,India,,,,,,,,,,,,,,,,,,,,,,,71,359,359,359,1,8,2016
450.,lmeyer ch,Germany,,,,,,,,290,157,157,,,,,,,,,,262,117,117,263,85,85,359,3,8,2016
#,Name,Country,Nick,GP_t1 position,GP_t1 points,GP_t1 rank. points,GP_t2 position,GP_t2 points,GP_t2 rank. points,GP_t3 position,GP_t3 points,GP_t3 rank. points,GP_t4 position,GP_t4 points,GP_t4 rank. points,GP_t5 position,GP_t5 points,GP_t5 rank. points,GP_t6 position,GP_t6 points,GP_t6 rank. points,GP_t7 position,GP_t7 points,GP_t7 rank. points,GP_t8 position,GP_t8 points,GP_t8 rank. points,Points,Played GPs,Total GPs,2016
451.,Dimitrios Polizos,Greece,,435,42,42,330,98,98,383,69,69,377,27,27,352,28,28,300,87,87,316,31,31,,,,355,7,8,2016
452.,Matt Nettlow,USA,,,,,,,,,,,,,,,,,82,352,352,,,,,,,352,1,8,2016
453.,Iliana Gounalaki,Greece,gounil,214,200,200,244,145,145,,,,,,,,,,,,,,,,,,,345,2,8,2016
454.,Mare Oja,Estonia,,,,,338,84,84,359,98,98,356,61,61,,,,293,101,101,,,,,,,344,4,8,2016
455.,Hankyung Moon,"Korea, South",BaCHo,,,,,,,,,,,,,,,,,,,244,135,135,165,205,205,340,2,8,2016
456.,Amit Sowani,India,amitsowani,79,339,339,,,,,,,,,,,,,,,,,,,,,,339,1,8,2016
457.,Daniel Robbins,Canada,,,,,352,79,79,,,,,,,275,130,130,,,,255,128,128,,,,337,3,8,2016
458.,Matthias Reichmayr,Austria,metsy,81,336,336,,,,,,,,,,,,,,,,,,,,,,336,1,8,2016
459.,Bart Geraci,USA,BJGeraci,412,58,58,398,39,39,,,,358,60,60,361,19,19,327,46,46,277,104,104,,,,326,6,8,2016
460.,Michiel Voges,South Africa,Drake,357,99,99,,,,343,115,115,,,,299,106,106,,,,,,,,,,320,3,8,2016
461.,Hubert Anders,Germany,tyskhubi,94,317,317,,,,,,,,,,,,,,,,,,,,,,317,1,8,2016
462.,Swagatam Islam Sarkar,India,,222,194,194,293,120,120,,,,,,,,,,,,,,,,,,,314,2,8,2016
463.,Prakhar Gupta,India,dp_94,,,,,,,,,,,,,,,,106,310,310,,,,,,,310,1,8,2016
464.,Jason Naniong,Philippines,Jason,,,,,,,,,,,,,,,,286,111,111,,,,170,199,199,310,2,8,2016
465.,Christian Romon,France,Christian,388,76,76,356,75,75,286,159,159,,,,,,,,,,,,,,,,310,3,8,2016
466.,Maximilian Merkert,Germany,,101,306,306,,,,,,,,,,,,,,,,,,,,,,306,1,8,2016
467.,Elena Mazzini,Italy,shopaholic,,,,,,,,,,,,,109,301,301,,,,,,,,,,301,1,8,2016
468.,Javier Cucalon,Spain,Zadig,420,52,52,,,,,,,,,,242,164,164,,,,289,79,79,,,,295,3,8,2016
469.,Seden Kagitcioglu,Turkey,Seden,417,58,58,302,115,115,334,121,121,,,,,,,,,,,,,,,,294,3,8,2016
470.,Nelly Pelc Vostrá,Czech Rep.,nelly,,,,,,,,,,,,,265,144,144,,,,,,,220,143,143,287,2,8,2016
471.,Bilgin UNAL,Turkey,bilgin,438,26,26,279,126,126,412,38,38,,,,,,,,,,,,,256,97,97,287,4,8,2016
472.,Anna Fundárková,Slovakia,,,,,419,18,18,361,98,98,371,34,34,,,,324,56,56,307,39,39,284,35,35,280,6,8,2016
473.,Sarah Lonberg-Lew,USA,sarahlew,393,75,75,397,39,39,399,48,48,340,83,83,348,34,34,,,,,,,,,,279,5,8,2016
474.,Bianka Farag,Slovakia,,,,,,,,382,70,70,380,15,15,,,,212,193,193,,,,,,,278,3,8,2016
475.,Vlad Klyachin,Russia,vlad,,,,,,,,,,,,,,,,,,,242,142,142,230,132,132,274,2,8,2016
476.,Andreas Lenz,Germany,,125,273,273,,,,,,,,,,,,,,,,,,,,,,273,1,8,2016
477.,Karolina Olszewska,Poland,arolinao,297,139,139,270,134,134,,,,,,,,,,,,,,,,,,,273,2,8,2016
478.,Irene Goodchild,Germany,Goodie,265,164,164,309,109,109,,,,,,,,,,,,,,,,,,,273,2,8,2016
479.,Ikumi Hide,Japan,tozangezan,287,145,145,282,125,125,,,,,,,,,,,,,,,,,,,270,2,8,2016
480.,Agnieszka Cebulska,Poland,onion,,,,,,,,,,,,,,,,,,,274,108,108,213,160,160,268,2,8,2016
481.,Petr Melichar,Czech Rep.,cezar,,,,132,229,229,409,38,38,,,,,,,,,,,,,,,,267,2,8,2016
482.,Irina Dragunova,Russia,IrinaD,,,,416,27,27,424,15,15,352,63,63,362,19,19,315,70,70,295,73,73,,,,267,6,8,2016
483.,Rudy Cayadi rudy,Indonesia,rcayadi,,,,,,,154,266,266,,,,,,,,,,,,,,,,266,1,8,2016
484.,Veronika Kolvekova,Slovakia,,,,,,,,278,170,170,322,96,96,,,,,,,,,,,,,266,2,8,2016
485.,Danielle Moura,USA,,,,,367,66,66,250,196,196,,,,,,,,,,,,,,,,262,2,8,2016
486.,mi yanming,China,,,,,,,,,,,,,,,,,148,255,255,,,,,,,255,1,8,2016
487.,Piotr Biernacki,Poland,,310,129,129,283,125,125,,,,,,,,,,,,,,,,,,,254,2,8,2016
488.,Akihiro Nakamura,Japan,nakarc,418,58,58,395,41,41,306,147,147,,,,,,,,,,,,,,,,246,3,8,2016
489.,Fatih Kamer Anda,Turkey,fkanda,153,244,244,,,,,,,,,,,,,,,,,,,,,,244,1,8,2016
490.,bartosz swacha,Poland,bartosz.s,,,,,,,345,115,115,287,129,129,,,,,,,,,,,,,244,2,8,2016
491.,Duygun Çiftçi,Turkey,trancendens,,,,,,,,,,,,,313,81,81,342,16,16,284,88,88,281,58,58,243,4,8,2016
492.,Varun R,India,rvarun,,,,,,,,,,,,,,,,,,,,,,147,241,241,241,1,8,2016
493.,Susanne Günther,Germany,zuzanina,166,240,240,,,,,,,,,,,,,,,,,,,,,,240,1,8,2016
494.,Timothy O'Shea,Canada,,,,,378,55,55,,,,364,34,34,,,,325,56,56,318,31,31,275,61,61,237,5,8,2016
495.,Nicholas Allendorf,USA,Shogia,334,117,117,297,118,118,,,,,,,,,,,,,,,,,,,235,2,8,2016
496.,Jubong Park,"Korea, South",flagship,433,44,44,,,,257,189,189,,,,,,,,,,,,,,,,233,2,8,2016
497.,Panni Jakab,Hungary,Panni,,,,,,,,,,,,,257,148,148,304,83,83,,,,,,,231,2,8,2016
498.,Konstantinos Vranis,Greece,kostas41277,382,81,81,344,80,80,,,,,,,,,,313,70,70,,,,,,,231,3,8,2016
499.,Maciej T.,Poland,mt1981,451,22,22,388,55,55,365,92,92,355,61,61,,,,,,,,,,,,,230,4,8,2016
500.,Helena Novotná,Czech Rep.,radoska,294,141,141,,,,,,,,,,,,,298,88,88,,,,,,,229,2,8,2016
#,Name,Country,Nick,GP_t1 position,GP_t1 points,GP_t1 rank. points,GP_t2 position,GP_t2 points,GP_t2 rank. points,GP_t3 position,GP_t3 points,GP_t3 rank. points,GP_t4 position,GP_t4 points,GP_t4 rank. points,GP_t5 position,GP_t5 points,GP_t5 rank. points,GP_t6 position,GP_t6 points,GP_t6 rank. points,GP_t7 position,GP_t7 points,GP_t7 rank. points,GP_t8 position,GP_t8 points,GP_t8 rank. points,Points,Played GPs,Total GPs,2016
501.,Ioannis Tzikas Ziogos,Greece,,,,,,,,,,,362,46,46,,,,230,178,178,,,,,,,224,2,8,2016
502.,Ivo Edel,Germany,Sandal2110,,,,417,25,25,378,74,74,295,125,125,,,,,,,,,,,,,224,3,8,2016
503.,Dave Petranick,USA,davep,181,223,223,,,,,,,,,,,,,,,,,,,,,,223,1,8,2016
504.,Mariusz Wrześniewski,Poland,Yesterday79,187,220,220,,,,,,,,,,,,,,,,,,,,,,220,1,8,2016
505.,Phil Shea,USA,,,,,358,74,74,403,41,41,314,104,104,,,,,,,,,,,,,219,3,8,2016
506.,Claudia Ollnow,Germany,aidualc17,,,,152,215,215,,,,,,,,,,,,,,,,,,,215,1,8,2016
507.,Ehsan Karimi,Iran,sudophile,196,212,212,,,,,,,,,,,,,,,,,,,,,,212,1,8,2016
508.,juri lee,"Korea, South",,,,,,,,231,207,207,,,,,,,,,,,,,,,,207,1,8,2016
509.,Masaya Nagatani,Japan,Masa,,,,,,,331,123,123,344,83,83,,,,,,,,,,,,,206,2,8,2016
510.,ashish kumar,India,ashaash11ash,,,,,,,,,,,,,,,,,,,177,205,205,,,,205,1,8,2016
511.,Houcemeddine Turki,Tunisia,Csisc,,,,,,,,,,,,,,,,,,,172,205,205,,,,205,1,8,2016
512.,Tomasz Stańczak,Poland,stan,202,204,204,,,,,,,,,,,,,,,,,,,,,,204,1,8,2016
513.,Shristi Kejriwal,India,,208,200,200,,,,,,,,,,,,,,,,,,,,,,200,1,8,2016
514.,Sitanshu Sah,India,sitaswag,,,,274,129,129,,,,,,,,,,314,70,70,,,,,,,199,2,8,2016
515.,Rizki Fajrina,Indonesia,Kiki,,,,369,63,63,386,66,66,,,,350,28,28,331,41,41,,,,,,,198,4,8,2016
516.,Michał Ney,Poland,napoli_one,413,58,58,327,100,100,408,38,38,,,,,,,,,,,,,,,,196,3,8,2016
517.,kumaresan R Rajarathinam,India,kumaresan R,,,,348,80,80,,,,310,112,112,,,,,,,,,,,,,192,2,8,2016
518.,Aurélie Schaeffer-Morin,France,Lyla,405,64,64,,,,416,23,23,,,,303,104,104,,,,,,,,,,191,3,8,2016
519.,Rauno Pärnits,Estonia,,229,190,190,,,,,,,,,,,,,,,,,,,,,,190,1,8,2016
520.,Gavriel Hirsch,USA,ghirsch,381,81,81,315,107,107,,,,,,,,,,,,,,,,,,,188,2,8,2016
521.,Dominik Rosiek,Poland,Wolodija,,,,,,,420,15,15,313,110,110,335,63,63,,,,,,,,,,188,3,8,2016
522.,Kühn Michael,Germany,Le Ahcim,,,,,,,,,,,,,297,106,106,306,81,81,,,,,,,187,2,8,2016
523.,Miłosz Marzec,Poland,Mraauuu,234,186,186,,,,,,,,,,,,,,,,,,,,,,186,1,8,2016
524.,Marian Lukac,Slovakia,lucky137,439,23,23,408,34,34,388,66,66,379,15,15,340,47,47,,,,,,,,,,185,5,8,2016
525.,MATHIEU jean-louis,France,rubikfr,,,,409,34,34,299,149,149,,,,,,,,,,,,,,,,183,2,8,2016
526.,Jennifer Lowekamp,USA,jlowekamp,397,67,67,381,55,55,,,,354,61,61,,,,,,,,,,,,,183,3,8,2016
527.,Marian Kupco,Slovakia,mariankop,342,109,109,360,73,73,,,,,,,,,,,,,,,,,,,182,2,8,2016
528.,Piotr Prusiński,Poland,,316,125,125,385,55,55,,,,,,,,,,,,,,,,,,,180,2,8,2016
529.,kosei yoshimori,Japan,simorin,,,,,,,,,,230,179,179,,,,,,,,,,,,,179,1,8,2016
530.,monika hagarova,Slovakia,,395,70,70,313,109,109,,,,,,,,,,,,,,,,,,,179,2,8,2016
531.,Ekaterina Krotkova,Russia,katerina,386,77,77,325,101,101,,,,,,,,,,,,,,,,,,,178,2,8,2016
532.,LEGRAND Jean-Louis,France,vexper,,,,,,,,,,,,,,,,,,,247,132,132,283,45,45,177,2,8,2016
533.,Dave Rutt,Canada,xaveruth,,,,,,,,,,234,173,173,,,,,,,,,,,,,173,1,8,2016
534.,Laurent SAILLOT,France,LauLot57,,,,,,,275,172,172,,,,,,,,,,,,,,,,172,1,8,2016
535.,Adam Skowronski,Poland,adames72,,,,400,37,37,423,15,15,375,33,33,,,,339,22,22,,,,276,61,61,168,5,8,2016
536.,ARUNA RS,India,aru,,,,386,55,55,401,43,43,,,,,,,334,34,34,,,,290,35,35,167,4,8,2016
537.,Paweł Hołownia,Poland,,352,103,103,370,63,63,,,,,,,,,,,,,,,,,,,166,2,8,2016
